experiment,time_aligned,force_time,force_raw_0,force_cal_0,wheel_time,wheel_cal_0,wheel_cal_1,wheel_cal_2,wheel_raw_0,wheel_raw_1,wheel_raw_2,force_index,force_frame,force_sample,wheel_index,wheel_frame,wheel_sample,force_source_file,wheel_source_file
5,0.000000000,0.00502597,2327,0.0371796,0.01,0,0,0,0,0,0,0,10,0,0,10,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.010000000,0.0150779,2326,0.0455129,0.02,0,0,0,0,0,0,2,10,2,1,10,1,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.020000000,0.0251299,2327,0.0371796,0.03,0,0,0,0,0,0,4,13,0,2,10,2,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.030000000,0.0351818,2327,0.0371796,0.04,0,0,0,0,0,0,6,14,0,3,10,3,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.040000000,0.0452338,2327,0.0371796,0.05,0,0,0,0,0,0,8,15,0,4,13,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.050000000,0.0552857,2327,0.0371796,0.06,0,0,0,0,0,0,10,16,0,5,14,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.060000000,0.0653377,2327,0.0371796,0.07,0,0,0,0,0,0,12,17,0,6,15,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.070000000,0.0753896,2327,0.0371796,0.08,0,0,0,0,0,0,14,18,0,7,16,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.080000000,0.0854416,2327,0.0371796,0.09,0,0,0,0,0,0,16,19,0,8,17,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.090000000,0.0954935,2328,0.0288462,0.1,0,0,0,0,0,0,18,20,0,9,18,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.100000000,0.105545,2327,0.0371796,0.11,0,0,0,0,0,0,20,21,0,10,19,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.110000000,0.115597,2326,0.0455129,0.12,0,0,0,0,0,0,22,22,0,11,20,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.120000000,0.125649,2326,0.0455129,0.13,0,0,0,0,0,0,24,23,0,12,21,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.130000000,0.135701,2326,0.0455129,0.14,0,0,0,0,0,0,26,24,0,13,22,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.140000000,0.145753,2325,0.0538462,0.15,0,0,0,0,0,0,28,25,0,14,23,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.150000000,0.155805,2325,0.0538462,0.16,0,0,0,0,0,0,30,26,0,15,24,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.160000000,0.165857,2325,0.0538462,0.17,0,0,0,0,0,0,32,26,2,16,25,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.170000000,0.175909,2325,0.0538462,0.18,0,0,0,0,0,0,34,28,0,17,26,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.180000000,0.185961,2325,0.0538462,0.19,0,0,0,0,0,0,36,29,0,18,27,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.190000000,0.196013,2325,0.0538462,0.2,0,0,0,0,0,0,38,30,0,19,28,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.200000000,0.206065,2326,0.0455129,0.21,0,0,0,0,0,0,40,31,0,20,30,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.210000000,0.216117,2325,0.0538462,0.22,0,0,0,0,0,0,42,32,0,21,31,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.220000000,0.226169,2325,0.0538462,0.23,0,0,0.0909091,0,0,0,44,33,0,22,32,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.230000000,0.236221,2324,0.0621796,0.24,0,0,0.254545,0,0,0,46,34,0,23,33,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.240000000,0.246273,2324,0.0621796,0.25,0,0,0.381818,0,0,0,48,35,0,24,34,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.250000000,0.256325,2323,0.0705129,0.26,0,0,0.563636,0,0,0,50,36,0,25,35,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.260000000,0.266377,2321,0.0871796,0.27,0,0,0.781818,0,0,0,52,37,0,26,36,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.270000000,0.276429,2321,0.0871796,0.28,0.0002,0.02,0.836364,0,0,0,54,38,0,27,37,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.280000000,0.286481,2320,0.0955129,0.29,0.0006,0.04,0.836364,0,0,0,56,39,0,28,38,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.290000000,0.296532,2320,0.0955129,0.3,0.001,0.04,0.872727,1,1,1,58,40,0,29,39,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.300000000,0.306584,2320,0.0955129,0.31,0.0016,0.06,0.836364,2,1,0,60,41,0,30,40,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.310000000,0.316636,2317,0.120513,0.32,0.0024,0.08,0.727273,2,0,-1,62,42,0,31,41,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.320000000,0.326688,2317,0.120513,0.33,0.003,0.06,0.636364,3,1,1,64,43,0,32,42,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.330000000,0.33674,2316,0.128846,0.34,0.0036,0.06,0.654545,4,1,0,66,44,0,33,43,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.340000000,0.346792,2319,0.103846,0.35,0.0044,0.08,0.690909,4,0,-1,68,45,0,34,44,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.350000000,0.356844,2319,0.103846,0.36,0.0052,0.08,0.745455,5,1,1,70,46,0,35,45,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.360000000,0.366896,2317,0.120513,0.37,0.006,0.08,0.909091,6,1,0,72,47,0,36,46,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.370000000,0.376948,2316,0.128846,0.38,0.007,0.1,1.09091,7,1,0,74,48,0,37,47,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.380000000,0.387,2314,0.145513,0.39,0.0082,0.12,1.09091,8,1,0,76,49,0,38,48,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.390000000,0.397052,2314,0.145513,0.4,0.0094,0.12,1.09091,9,1,0,78,49,2,39,49,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.400000000,0.407104,2313,0.153846,0.41,0.0108,0.14,1.09091,11,2,1,80,51,0,40,50,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.410000000,0.417156,2313,0.153846,0.42,0.0124,0.16,1,12,1,-1,82,52,0,41,51,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.420000000,0.427208,2312,0.16218,0.43,0.014,0.16,0.909091,14,2,1,84,53,0,42,52,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.430000000,0.43726,2312,0.16218,0.44,0.0156,0.16,0.818182,16,2,0,86,54,0,43,53,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.440000000,0.447312,2313,0.153846,0.45,0.0174,0.18,0.836364,17,1,-1,88,55,0,44,54,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.450000000,0.457364,2312,0.16218,0.46,0.0192,0.18,0.854545,19,2,1,90,56,0,45,55,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.460000000,0.467416,2312,0.16218,0.47,0.021,0.18,0.963636,21,2,0,92,57,0,46,56,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.470000000,0.477468,2312,0.16218,0.48,0.023,0.2,1.16364,23,2,0,94,58,0,47,57,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.480000000,0.487519,2312,0.16218,0.49,0.025,0.2,1.43636,25,2,0,96,59,0,48,58,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.490000000,0.492545,2311,0.170513,0.5,0.0272,0.22,1.65455,27,2,0,97,59,1,49,59,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.500000000,0.502597,2308,0.195513,0.51,0.0296,0.24,1.90909,29,2,0,99,60,1,50,60,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.510000000,0.512649,2309,0.18718,0.52,0.0322,0.26,2.18182,32,3,1,101,61,1,51,61,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.520000000,0.522701,2310,0.178846,0.53,0.035,0.28,2.43636,35,3,0,103,62,1,52,62,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.530000000,0.532753,2310,0.178846,0.54,0.0382,0.32,2.65455,38,3,0,105,63,1,53,63,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.540000000,0.542805,2311,0.170513,0.55,0.0416,0.34,2.81818,41,3,0,107,64,1,54,64,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.550000000,0.552857,2313,0.153846,0.56,0.0452,0.36,3,45,4,1,109,65,1,55,65,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.560000000,0.562909,2313,0.153846,0.57,0.0492,0.4,3.09091,49,4,0,111,66,1,56,66,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.570000000,0.572961,2316,0.128846,0.58,0.0536,0.44,3.18182,53,4,0,113,67,1,57,67,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.580000000,0.583013,2318,0.11218,0.59,0.0582,0.46,3.25455,58,5,1,115,68,1,58,68,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.590000000,0.593065,2320,0.0955129,0.6,0.0632,0.5,3.30909,63,5,0,117,69,1,59,69,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.600000000,0.603117,2320,0.0955129,0.61,0.0686,0.54,3.34545,68,5,0,119,70,0,60,70,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.610000000,0.613169,2324,0.0621796,0.62,0.0742,0.56,3.34545,74,6,1,121,71,1,61,71,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.620000000,0.623221,2324,0.0621796,0.63,0.0802,0.6,3.4,80,6,0,123,72,1,62,72,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.630000000,0.633273,2324,0.0621796,0.64,0.0866,0.64,3.41818,86,6,0,125,73,1,63,73,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.640000000,0.643325,2327,0.0371796,0.65,0.0932,0.66,3.49091,93,7,1,127,74,1,64,74,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
5,0.650000000,0.653377,2326,0.0455129,0.66,0.1002,0.7,3.50909,100,7,0,129,75,1,65,75,0,20260922-100553_Force.csv,20260922-101122_Wheel.csv
